event_id,dataset,setting,vehicle,file,attack_type,start_time,end_time,start_index,end_index,num_positive_samples,duration_seconds,gap_threshold,construction_rule
ctt_test03_1446,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5231.0,5233.0,32487,32489,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1447,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5234.0,5236.0,32490,32492,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1448,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5237.0,5240.0,32493,32496,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1449,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5241.0,5243.0,32497,32499,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1450,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5244.0,5246.0,32500,32502,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1451,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5247.0,5249.0,32503,32505,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1452,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5250.0,5252.0,32506,32508,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1453,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5253.0,5256.0,32509,32512,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1454,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5257.0,5259.0,32513,32515,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1455,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5260.0,5262.0,32516,32518,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1456,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5263.0,5265.0,32519,32521,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1457,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5266.0,5268.0,32522,32524,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1458,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5269.0,5271.0,32525,32527,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1459,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5272.0,5275.0,32528,32531,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1460,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5276.0,5278.0,32532,32534,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1461,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5279.0,5281.0,32535,32537,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1462,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5282.0,5284.0,32538,32540,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1463,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5285.0,5287.0,32541,32543,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1464,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5288.0,5291.0,32544,32547,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1465,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5292.0,5294.0,32548,32550,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1466,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5295.0,5297.0,32551,32553,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1467,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5298.0,5300.0,32554,32556,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1468,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5301.0,5303.0,32557,32559,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1469,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5304.0,5307.0,32560,32563,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1470,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5308.0,5310.0,32564,32566,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1471,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5311.0,5313.0,32567,32569,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1472,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5314.0,5316.0,32570,32572,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1473,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5317.0,5319.0,32573,32575,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1474,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5320.0,5323.0,32576,32579,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1475,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5324.0,5326.0,32580,32582,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1476,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5327.0,5329.0,32583,32585,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1477,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5330.0,5332.0,32586,32588,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1478,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5333.0,5335.0,32589,32591,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1479,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5336.0,5339.0,32592,32595,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1480,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5340.0,5342.0,32596,32598,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1481,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5343.0,5345.0,32599,32601,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1482,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5346.0,5348.0,32602,32604,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1483,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5349.0,5351.0,32605,32607,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1484,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5352.0,5355.0,32608,32611,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1485,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5356.0,5358.0,32612,32614,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1486,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5359.0,5361.0,32615,32617,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1487,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5362.0,5364.0,32618,32620,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1488,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5365.0,5367.0,32621,32623,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1489,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5368.0,5371.0,32624,32627,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1490,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5372.0,5374.0,32628,32630,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1491,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5375.0,5377.0,32631,32633,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1492,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5378.0,5380.0,32634,32636,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1493,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5381.0,5383.0,32637,32639,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1494,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5384.0,5387.0,32640,32643,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1495,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5388.0,5389.0,32644,32645,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1496,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5390.0,5393.0,32646,32649,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1497,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5394.0,5396.0,32650,32652,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1498,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5397.0,5399.0,32653,32655,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1499,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5400.0,5402.0,32656,32658,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1500,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5403.0,5405.0,32659,32661,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1501,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5406.0,5409.0,32662,32665,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1502,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5410.0,5412.0,32666,32668,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1503,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5413.0,5415.0,32669,32671,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1504,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5416.0,5418.0,32672,32674,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1505,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5419.0,5421.0,32675,32677,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1506,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5422.0,5425.0,32678,32681,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1507,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5426.0,5428.0,32682,32684,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1508,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5429.0,5431.0,32685,32687,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1509,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5432.0,5434.0,32688,32690,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1510,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5435.0,5437.0,32691,32693,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1511,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5438.0,5441.0,32694,32697,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1512,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5442.0,5444.0,32698,32700,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1513,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5445.0,5447.0,32701,32703,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1514,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5448.0,5450.0,32704,32706,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1515,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5451.0,5453.0,32707,32709,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1516,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5454.0,5457.0,32710,32713,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1517,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5458.0,5460.0,32714,32716,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1518,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5461.0,5463.0,32717,32719,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1519,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5464.0,5466.0,32720,32722,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1520,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5467.0,5469.0,32723,32725,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1521,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5470.0,5473.0,32726,32729,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1522,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5474.0,5476.0,32730,32732,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1523,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5477.0,5479.0,32733,32735,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1524,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5480.0,5482.0,32736,32738,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1525,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5483.0,5485.0,32739,32741,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1526,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5486.0,5489.0,32742,32745,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1527,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5490.0,5492.0,32746,32748,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1528,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5493.0,5495.0,32749,32751,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1529,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5496.0,5498.0,32752,32754,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1530,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5499.0,5501.0,32755,32757,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1531,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5502.0,5504.0,32758,32760,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1532,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5505.0,5507.0,32761,32763,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1533,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5508.0,5511.0,32764,32767,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1534,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5512.0,5514.0,32768,32770,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1535,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5515.0,5517.0,32771,32773,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1536,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5518.0,5520.0,32774,32776,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1537,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5521.0,5523.0,32777,32779,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1538,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5524.0,5527.0,32780,32783,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1539,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5528.0,5530.0,32784,32786,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1540,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5531.0,5533.0,32787,32789,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1541,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5534.0,5536.0,32790,32792,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1542,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5537.0,5540.0,32793,32796,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1543,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5541.0,5543.0,32797,32799,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1544,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5544.0,5546.0,32800,32802,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1545,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5547.0,5549.0,32803,32805,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1546,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5550.0,5552.0,32806,32808,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1547,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5553.0,5555.0,32809,32811,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1548,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5556.0,5559.0,32812,32815,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1549,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5560.0,5562.0,32816,32818,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1550,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5563.0,5565.0,32819,32821,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1551,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5566.0,5568.0,32822,32824,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1552,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5569.0,5571.0,32825,32827,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1553,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5572.0,5575.0,32828,32831,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1554,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5576.0,5578.0,32832,32834,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1555,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5579.0,5581.0,32835,32837,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1556,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5582.0,5584.0,32838,32840,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1557,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5585.0,5587.0,32841,32843,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_1558,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,5588.0,5591.0,32844,32847,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
